ticker,setup_state,score,last_close,resistance,breakout_pct,breakout_days_ago,pivot_touch_count,resistance_flatness_pct,low_slope_pct_per_day,swing_low_count,ascending_triangle,bb_width_pctile,min_bb_width_pctile_20d,squeeze_recent,breakout_volume_ratio,volume_confirmed,last_complete_week_return_pct,close_vs_52w_high_pct,above_sma50,above_sma200,avg_dollar_volume_20d_m,notes
OIH,testing_resistance,53.0,420.22,423.85,-0.86,7.0,3,2.36,-0.0855,7,False,15.9,14.7,True,1.11,False,2.2,-8.5,True,True,106.06,3 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; current volatility squeeze; testing resistance before breakout; healthy last complete week momentum
CIBR,extended_breakout,50.0,94.16,77.43,21.6,9.0,4,1.54,0.0251,12,True,56.0,55.2,False,1.28,False,-4.03,-8.0,False,True,158.77,4 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; breakout already extended; below SMA50
VUG,near_resistance,50.0,87.21,89.24,-2.28,,5,3.04,-0.022,3,False,3.2,2.0,True,,False,-0.1,-3.63,True,True,425.78,5 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; current volatility squeeze; near resistance
COWZ,extended_breakout,49.0,69.24,64.1,8.01,9.0,7,3.68,0.0084,9,False,65.5,60.3,False,1.05,False,-0.93,-4.47,True,True,69.97,7 separated pivot resistance touches; flat pivot resistance; slightly rising lows; ascending triangle not fully confirmed; breakout already extended
WCLD,fresh_breakout,48.0,38.87,36.36,6.92,9.0,6,2.45,-0.0718,12,False,43.7,33.3,True,1.18,False,-5.15,-10.73,True,True,28.6,6 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; fresh breakout; breakout lacks volume confirmation
BIL,testing_resistance,47.0,91.47,91.27,0.22,,0,,,0,False,7.9,0.4,True,,False,0.09,-0.01,True,True,759.51,ascending triangle not fully confirmed; current volatility squeeze; testing resistance before breakout; near/new 52-week high
XLP,below_resistance,46.0,83.09,87.43,-4.96,,6,3.5,0.0063,11,False,57.5,11.1,True,,False,-1.02,-6.66,False,True,819.55,6 separated pivot resistance touches; flat pivot resistance; slightly rising lows; ascending triangle not fully confirmed; recent volatility compression; below SMA50
HACK,extended_breakout,46.0,110.5,89.44,23.54,9.0,3,1.62,0.0777,12,True,67.1,66.3,False,3.05,True,-4.15,-9.4,False,True,31.38,3 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; breakout already extended; below SMA50
XBI,extended_breakout,46.0,156.82,137.96,13.67,9.0,3,1.33,0.196,6,True,52.4,46.4,False,0.49,False,0.88,-7.69,False,True,1347.98,3 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; breakout already extended; below SMA50
EWI,below_resistance,45.0,61.01,63.65,-4.16,,2,0.33,0.0684,12,False,27.4,0.4,True,,False,-0.59,-4.31,False,True,18.78,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; current volatility compression; below SMA50
EWT,fresh_breakout,45.0,108.92,108.85,0.06,6.0,3,1.46,-0.1795,4,False,35.7,24.6,True,0.8,False,3.97,-3.42,True,True,395.43,3 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; fresh breakout; breakout lacks volume confirmation; healthy last complete week momentum
ICLN,below_resistance,43.0,17.82,19.3,-7.66,,3,2.53,0.0211,6,True,13.5,9.9,True,,False,1.66,-24.86,False,False,125.34,3 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; current volatility squeeze; below SMA200; below SMA50; healthy last complete week momentum
IWM,below_resistance,42.0,287.7,303.95,-5.35,,2,0.81,0.0883,12,False,50.8,2.8,True,,False,0.09,-5.73,False,True,5207.9,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; recent volatility compression; below SMA50
ARKK,near_resistance,42.0,83.06,84.34,-1.52,9.0,3,1.81,-0.0015,12,False,28.2,28.2,True,0.53,False,1.93,-10.35,True,True,405.37,3 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; current volatility compression; near resistance; healthy last complete week momentum
MTUM,below_resistance,40.0,303.15,320.68,-5.47,,2,2.09,0.1067,12,False,57.1,46.4,False,,False,1.72,-12.28,False,True,294.38,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; below SMA50; healthy last complete week momentum
SGOV,testing_resistance,39.0,100.5,100.26,0.24,,0,,,0,False,41.7,0.4,True,,False,0.09,0.0,True,True,2167.24,ascending triangle not fully confirmed; recent volatility compression; testing resistance before breakout; near/new 52-week high
EWQ,below_resistance,38.0,44.62,46.13,-3.28,,6,4.21,0.0708,9,True,79.0,12.7,True,,False,-1.1,-6.98,False,False,13.22,6 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; recent volatility compression; below SMA200; below SMA50
EWL,below_resistance,38.0,60.3,63.83,-5.54,,6,4.58,0.08,6,True,81.7,6.3,True,,False,-0.28,-6.87,False,False,31.97,6 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; recent volatility compression; below SMA200; below SMA50
IFRA,below_resistance,38.0,58.07,62.75,-7.46,,7,3.81,0.0292,6,True,76.6,18.3,True,,False,0.1,-9.62,False,False,33.98,7 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; recent volatility compression; below SMA200; below SMA50
XLU,below_resistance,38.0,42.52,46.81,-9.17,,8,4.39,0.0174,12,True,54.0,21.8,True,,False,0.82,-10.31,False,False,861.1,8 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; recent volatility compression; below SMA200; below SMA50
DBC,extended_breakout,37.0,33.62,30.07,11.82,9.0,4,4.22,-0.0181,8,False,79.0,50.0,False,0.33,False,3.61,-0.03,True,True,25.49,4 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; breakout already extended; near/new 52-week high; healthy last complete week momentum
XME,below_resistance,36.0,114.77,125.73,-8.72,,3,1.71,-0.0224,11,False,2.0,0.4,True,,False,-0.1,-15.3,True,True,220.06,3 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; current volatility squeeze
TIP,near_resistance,36.0,106.33,108.05,-1.6,,7,0.46,0.0038,7,False,59.1,1.6,True,,False,0.03,-1.86,False,False,186.59,7 separated pivot resistance touches; flat pivot resistance; slightly rising lows; ascending triangle not fully confirmed; recent volatility compression; near resistance; below SMA200; below SMA50; near/new 52-week high
EWZ,near_resistance,36.0,38.56,39.2,-1.62,,4,2.93,-0.0338,9,False,92.5,42.9,False,,False,6.5,-7.36,True,True,925.11,4 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; near resistance; healthy last complete week momentum
EEM,below_resistance,35.0,67.0,71.03,-5.68,,2,1.52,-0.1015,4,False,15.1,7.9,True,,False,2.32,-6.39,True,True,1104.05,only 2 pivot resistance touch(es); flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; current volatility squeeze; healthy last complete week momentum
IGV,below_resistance,35.0,101.2,117.52,-13.89,,4,3.28,-0.0679,12,False,31.0,26.6,True,,False,-4.5,-14.21,True,True,1187.54,4 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; current volatility compression
EWY,below_resistance,35.0,182.78,219.32,-16.66,,2,1.43,-0.3968,3,False,13.9,13.9,True,,False,4.81,-17.25,True,True,2535.72,only 2 pivot resistance touch(es); flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; current volatility squeeze; healthy last complete week momentum
IWF,below_resistance,34.0,121.32,125.84,-3.59,,6,3.99,-0.075,4,False,21.4,15.9,True,,False,0.54,-5.97,False,True,403.66,6 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; current volatility squeeze; below SMA50
QQQM,below_resistance,34.0,291.8,303.07,-3.72,,5,3.6,-0.0455,5,False,16.7,11.1,True,,False,0.36,-5.21,False,True,733.79,5 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; current volatility squeeze; below SMA50
QQQ,below_resistance,34.0,708.69,736.1,-3.72,,5,3.61,-0.0457,5,False,16.3,11.5,True,,False,0.35,-5.23,False,True,22119.88,5 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; current volatility squeeze; below SMA50
IHF,near_resistance,32.0,56.69,58.09,-2.4,,3,1.12,-0.0552,3,False,3.2,0.4,True,,False,1.0,-2.76,False,True,30.57,3 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; current volatility squeeze; near resistance; below SMA50
PICK,below_resistance,31.0,63.26,67.33,-6.05,,3,2.46,-0.0125,6,False,31.0,26.6,True,,False,-1.06,-7.58,True,True,42.65,3 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; current volatility compression
PAVE,below_resistance,31.0,53.36,58.3,-8.47,,5,4.87,0.1093,8,True,82.5,38.9,False,,False,-0.27,-11.54,False,False,84.32,5 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; below SMA200; below SMA50
ITA,below_resistance,31.0,218.32,250.9,-12.99,,6,4.27,0.0893,7,True,100.0,45.6,False,,False,-3.1,-14.92,False,False,144.52,6 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; below SMA200; below SMA50
XAR,below_resistance,31.0,244.66,294.37,-16.89,,6,2.72,0.0193,8,True,96.4,82.5,False,,False,-3.39,-17.84,False,False,56.79,6 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; below SMA200; below SMA50
XLK,below_resistance,30.0,185.22,191.75,-3.41,,2,1.33,-0.2617,3,False,21.0,20.2,True,,False,0.86,-6.69,True,True,1128.19,only 2 pivot resistance touch(es); flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; current volatility squeeze
AIQ,below_resistance,30.0,63.08,70.26,-10.22,,1,0.0,-0.1608,3,False,2.4,0.8,True,,False,0.16,-10.22,True,True,69.69,only 1 pivot resistance touch(es); flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; current volatility squeeze
GDXJ,below_resistance,30.0,124.1,157.49,-21.2,,1,0.0,-0.1485,9,False,19.0,19.0,True,,False,0.18,-21.2,True,True,584.16,only 1 pivot resistance touch(es); flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; current volatility squeeze
USO,extended_breakout,30.0,158.38,142.33,11.28,2.0,3,1.8,-0.0583,6,False,75.0,48.4,False,1.08,False,9.45,-0.31,True,True,653.0,3 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; breakout already extended; near/new 52-week high; very strong but possibly extended weekly momentum
CHAT,below_resistance,27.0,87.97,104.7,-15.98,,2,0.95,-0.2831,4,False,39.3,26.6,True,,False,2.9,-16.38,True,True,24.23,only 2 pivot resistance touch(es); flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; healthy last complete week momentum
IBIT,below_resistance,27.0,43.68,66.51,-34.32,,2,1.61,-0.1803,12,False,86.1,0.4,True,,False,3.03,-39.18,True,True,2564.1,only 2 pivot resistance touch(es); flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; healthy last complete week momentum
BITO,below_resistance,27.0,10.37,16.27,-36.27,,2,2.14,-0.1897,12,False,84.9,0.4,True,,False,2.88,-41.04,True,True,857.02,only 2 pivot resistance touch(es); flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; healthy last complete week momentum
SMH,below_resistance,25.0,560.28,651.26,-13.97,,2,2.61,-0.1688,4,False,15.5,4.4,True,,False,2.51,-16.6,False,True,3833.91,only 2 pivot resistance touch(es); flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; current volatility squeeze; below SMA50; healthy last complete week momentum
XRT,below_resistance,23.0,83.63,89.52,-6.58,,6,3.07,0.0073,8,False,36.5,16.3,True,,False,0.81,-10.58,False,False,323.69,6 separated pivot resistance touches; flat pivot resistance; slightly rising lows; ascending triangle not fully confirmed; recent volatility compression; below SMA200; below SMA50
XLI,below_resistance,23.0,170.55,186.27,-8.44,,3,1.09,0.0643,12,True,92.5,54.4,False,,False,-1.06,-9.37,False,False,1192.71,3 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; below SMA200; below SMA50
QCLN,below_resistance,22.0,48.52,52.19,-7.03,,2,0.4,0.084,6,False,29.8,23.8,True,,False,1.1,-29.88,False,False,7.78,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; current volatility compression; below SMA200; below SMA50
ETHA,below_resistance,22.0,18.56,35.71,-48.03,,2,1.85,-0.2084,12,False,84.5,0.4,True,,False,0.82,-48.5,True,True,797.34,only 2 pivot resistance touch(es); flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression
XLC,below_resistance,21.0,111.5,118.47,-5.89,,5,1.46,-0.0245,12,False,11.1,9.1,True,,False,-0.85,-6.86,True,False,458.35,5 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; current volatility squeeze; below SMA200
SOXQ,below_resistance,20.0,91.47,111.62,-18.05,,2,2.07,-0.2181,4,False,28.2,22.2,True,,False,2.35,-20.69,False,True,131.43,only 2 pivot resistance touch(es); flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; current volatility compression; below SMA50; healthy last complete week momentum
SOXX,below_resistance,20.0,517.43,650.45,-20.45,,1,0.0,-0.6528,3,False,29.0,21.0,True,,False,2.21,-21.12,False,True,3665.62,only 1 pivot resistance touch(es); flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; current volatility compression; below SMA50; healthy last complete week momentum
ROBO,below_resistance,18.0,77.82,86.9,-10.45,,3,2.35,-0.101,5,False,38.9,29.0,True,,False,-0.09,-14.02,False,True,15.6,3 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; below SMA50
URA,below_resistance,17.0,45.0,58.19,-22.67,,4,3.95,-0.0781,12,False,4.0,2.4,True,,False,1.08,-27.75,True,False,153.99,4 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; current volatility squeeze; below SMA200
