ticker,setup_state,score,last_close,resistance,breakout_pct,breakout_days_ago,pivot_touch_count,resistance_flatness_pct,low_slope_pct_per_day,swing_low_count,ascending_triangle,bb_width_pctile,min_bb_width_pctile_20d,squeeze_recent,breakout_volume_ratio,volume_confirmed,last_complete_week_return_pct,close_vs_52w_high_pct,above_sma50,above_sma200,avg_dollar_volume_20d_m,notes
GOOGL,fresh_breakout,62.0,358.89,344.3,4.24,7.0,2,2.47,0.1321,7,False,32.5,32.5,True,1.04,False,6.67,-12.12,False,True,12848.35,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; current volatility compression; fresh breakout; breakout lacks volume confirmation; below SMA50; healthy last complete week momentum
NVDA,fresh_breakout,62.0,202.78,195.79,3.57,6.0,4,1.6,0.0641,12,True,35.3,35.3,False,1.02,False,1.19,-14.27,False,True,29726.85,4 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; fresh breakout; breakout lacks volume confirmation; below SMA50
GOOG,fresh_breakout,62.0,356.24,345.22,3.19,7.0,2,2.59,0.1237,7,False,32.1,32.1,True,1.13,False,6.42,-11.87,False,True,8571.06,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; current volatility compression; fresh breakout; breakout lacks volume confirmation; below SMA50; healthy last complete week momentum
GS,extended_breakout,60.0,1055.97,959.45,10.06,9.0,4,2.87,0.0472,8,True,64.7,55.2,False,0.91,False,0.14,-6.14,True,True,2335.1,4 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; breakout already extended
RKLB,fresh_breakout,60.0,82.55,78.67,4.93,9.0,3,2.07,0.0362,5,True,57.1,45.6,False,0.96,False,18.83,-45.33,False,True,2945.24,3 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; fresh breakout; breakout lacks volume confirmation; below SMA50; very strong but possibly extended weekly momentum
CI,below_resistance,58.6,291.8,303.41,-3.83,,8,5.39,0.0144,12,False,41.7,41.7,False,,False,1.76,-6.47,True,True,458.33,8 separated pivot resistance touches; messy resistance; rising swing lows; ascending triangle not fully confirmed; healthy last complete week momentum
PANW,extended_breakout,58.0,338.31,220.03,53.76,9.0,3,2.58,0.0198,10,True,92.5,46.8,False,1.11,False,14.42,-8.11,True,True,2434.37,3 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; breakout already extended; very strong but possibly extended weekly momentum
UNH,extended_breakout,58.0,431.68,352.86,22.34,9.0,3,1.47,0.0037,12,False,27.4,17.9,True,0.8,False,-0.59,-0.6,True,True,2595.52,3 separated pivot resistance touches; flat pivot resistance; slightly rising lows; ascending triangle not fully confirmed; current volatility compression; breakout already extended; near/new 52-week high
JNJ,fresh_breakout,58.0,259.1,244.99,5.76,8.0,4,3.54,-0.0777,5,False,100.0,45.6,False,2.01,True,3.29,-3.83,True,True,2222.66,4 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; fresh breakout; breakout volume expansion; healthy last complete week momentum
MAR,fresh_breakout,58.0,372.47,364.28,2.25,9.0,3,4.06,0.1803,4,True,57.5,38.1,False,1.01,False,-1.16,-9.37,False,True,645.85,3 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; fresh breakout; breakout lacks volume confirmation; below SMA50
RNR,fresh_breakout,58.0,311.17,307.42,1.22,8.0,4,4.37,-0.0387,7,False,80.6,73.4,False,1.68,True,2.1,-5.58,True,True,118.53,4 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; fresh breakout; breakout volume expansion; healthy last complete week momentum
TXN,below_resistance,57.0,308.53,331.51,-6.93,,1,0.0,0.1243,12,False,48.0,31.7,True,,False,2.68,-7.63,True,True,3075.14,only 1 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; recent volatility compression; healthy last complete week momentum
SLB,below_resistance,57.0,47.24,52.43,-9.89,,4,4.55,0.1257,7,True,93.3,7.5,True,,False,-3.98,-19.69,False,True,838.87,4 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; recent volatility compression; below SMA50
FCX,below_resistance,57.0,60.53,69.44,-12.83,,4,3.05,0.0399,7,True,69.0,32.5,True,,False,-2.37,-16.26,False,True,1010.84,4 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; recent volatility compression; below SMA50
MET,extended_breakout,57.0,91.15,81.8,11.43,9.0,4,1.92,0.0066,11,False,68.3,44.8,False,0.72,False,4.78,-1.21,True,True,349.63,4 separated pivot resistance touches; flat pivot resistance; slightly rising lows; ascending triangle not fully confirmed; breakout already extended; near/new 52-week high; healthy last complete week momentum
GD,fresh_breakout,57.0,374.6,354.51,5.67,5.0,6,3.85,-0.0085,11,False,93.3,12.3,True,0.93,False,8.21,-1.6,True,True,501.91,6 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; fresh breakout; breakout lacks volume confirmation; near/new 52-week high; very strong but possibly extended weekly momentum
AMD,extended_breakout,56.0,546.72,266.96,104.79,9.0,3,1.34,0.3916,9,True,36.9,36.9,False,0.71,False,-0.72,-6.5,True,True,16137.57,3 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; breakout already extended
MS,extended_breakout,56.0,222.13,187.67,18.36,9.0,3,2.03,0.1079,8,True,61.9,61.9,False,0.88,False,0.9,-3.62,True,True,1298.79,3 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; breakout already extended
ASML,extended_breakout,56.0,1804.25,1528.64,18.03,9.0,3,3.64,0.0655,7,True,42.9,42.9,False,1.16,False,-1.41,-9.79,True,True,4116.14,3 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; breakout already extended
TSM,extended_breakout,56.0,436.96,381.27,14.61,9.0,3,2.66,0.2678,6,True,57.5,39.7,False,1.06,False,0.42,-8.78,True,True,6404.86,3 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; breakout already extended
EPD,near_resistance,56.0,37.29,37.87,-1.52,,4,4.35,0.031,7,True,43.7,40.1,False,,False,0.49,-7.17,False,True,104.83,4 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; near resistance; below SMA50
OUST,extended_breakout,54.0,47.53,36.02,31.94,9.0,2,1.25,0.0186,12,False,83.3,9.5,True,0.85,False,18.61,-25.49,True,True,262.87,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; recent volatility compression; breakout already extended; very strong but possibly extended weekly momentum
AMGN,fresh_breakout,53.0,363.62,354.23,2.65,8.0,5,4.14,-0.0662,7,False,68.3,33.3,True,1.28,False,4.41,-6.37,True,True,1073.35,5 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; fresh breakout; breakout lacks volume confirmation; healthy last complete week momentum
V,testing_resistance,53.0,348.2,352.84,-1.31,4.0,7,3.7,-0.0406,12,False,97.6,29.4,True,1.16,False,7.7,-4.61,True,True,3232.4,7 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; testing resistance before breakout; healthy last complete week momentum
DELL,extended_breakout,52.0,450.22,165.56,171.94,9.0,2,1.54,0.6858,12,False,44.8,33.7,True,1.24,False,-1.29,-4.1,True,True,3369.45,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; recent volatility compression; breakout already extended
BA,below_resistance,51.0,223.11,238.33,-6.39,,5,3.2,0.0085,12,False,38.9,22.2,True,,False,4.25,-12.28,False,True,1305.74,5 separated pivot resistance touches; flat pivot resistance; slightly rising lows; ascending triangle not fully confirmed; recent volatility compression; below SMA50; healthy last complete week momentum
HPE,extended_breakout,49.9,49.11,25.83,90.12,9.0,4,5.13,0.2789,10,False,55.6,52.8,False,1.01,False,-5.67,-23.34,True,True,1169.74,4 separated pivot resistance touches; messy resistance; rising swing lows; ascending triangle not fully confirmed; breakout already extended
JPM,fresh_breakout,49.0,335.47,318.27,5.4,9.0,4,2.64,-0.01,9,False,74.2,36.5,False,1.14,False,1.65,-1.88,True,True,3585.66,4 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; fresh breakout; breakout lacks volume confirmation; near/new 52-week high; healthy last complete week momentum
HEI,fresh_breakout,49.0,352.13,339.27,3.79,9.0,4,2.08,-0.0372,12,False,67.9,29.8,True,0.65,False,4.93,-4.7,True,True,162.01,4 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; fresh breakout; breakout lacks volume confirmation; healthy last complete week momentum
DDOG,extended_breakout,47.0,269.0,165.16,62.87,9.0,2,2.09,0.0301,9,False,70.6,37.7,False,0.47,False,8.59,-3.48,True,True,1154.67,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; breakout already extended; very strong but possibly extended weekly momentum
QCOM,fresh_breakout,47.0,191.11,182.77,4.56,9.0,2,0.55,0.0731,6,False,82.5,81.3,False,1.44,False,-6.94,-26.47,False,True,4243.34,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; fresh breakout; breakout lacks volume confirmation; below SMA50
HIG,near_resistance,47.0,138.52,142.06,-2.49,,6,2.8,-0.0253,6,False,84.9,23.0,True,,False,2.96,-3.73,True,True,237.4,6 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; near resistance; healthy last complete week momentum
BRK-B,near_resistance,47.0,495.45,510.12,-2.87,,6,2.03,-0.0245,12,False,54.4,33.7,True,,False,1.83,-4.14,True,True,2595.59,6 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; near resistance; healthy last complete week momentum
EOG,below_resistance,46.0,133.54,142.92,-6.56,,3,1.99,0.0665,12,True,38.9,36.5,False,,False,-1.37,-11.39,False,True,576.2,3 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; below SMA50
HAL,below_resistance,46.0,34.12,41.46,-17.7,,3,3.09,0.1707,4,True,87.7,39.7,False,,False,-3.65,-21.73,False,True,457.08,3 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; below SMA50
CINF,fresh_breakout,46.0,175.43,167.86,4.51,9.0,7,3.59,-0.0055,9,False,97.2,73.0,False,0.79,False,4.32,-9.95,True,True,179.93,7 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; fresh breakout; breakout lacks volume confirmation; healthy last complete week momentum
ACGL,fresh_breakout,46.0,101.7,97.6,4.2,5.0,5,3.04,-0.0145,8,False,100.0,55.2,False,0.71,False,4.78,-3.23,True,True,206.97,5 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; fresh breakout; breakout lacks volume confirmation; healthy last complete week momentum
PRU,testing_resistance,46.0,115.0,115.86,-0.74,,2,1.22,-0.0539,8,False,73.8,13.1,True,,False,4.34,-1.46,True,True,210.57,only 2 pivot resistance touch(es); flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; testing resistance before breakout; near/new 52-week high; healthy last complete week momentum
WDC,below_resistance,45.0,578.05,602.54,-4.06,9.0,1,0.0,0.5869,9,False,86.5,49.6,False,1.45,False,-8.09,-27.73,True,True,6790.91,only 1 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed
MRVL,extended_breakout,45.0,243.27,94.77,156.69,9.0,2,0.48,0.5251,12,False,79.4,47.6,False,0.87,False,-8.05,-26.26,True,True,14611.52,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; breakout already extended
MU,extended_breakout,45.0,991.64,437.58,126.62,9.0,2,0.43,1.0539,4,False,55.6,54.0,False,1.61,True,-13.84,-20.97,True,True,58049.61,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; breakout already extended
AMAT,extended_breakout,45.0,588.66,401.12,46.75,9.0,2,2.82,0.3535,4,False,88.5,71.0,False,2.0,True,-3.8,-20.42,True,True,8103.39,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; breakout already extended
ARM,extended_breakout,45.0,327.87,238.59,37.42,9.0,2,0.76,0.2017,12,False,86.9,77.4,False,0.69,False,-5.68,-27.57,True,True,3808.65,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; breakout already extended
LRCX,extended_breakout,45.0,353.17,274.48,28.67,9.0,2,0.85,0.6076,3,False,77.4,64.7,False,1.62,True,-7.3,-19.46,True,True,5524.04,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; breakout already extended
KLAC,extended_breakout,45.0,229.52,192.28,19.37,9.0,2,1.47,0.2392,12,False,91.7,76.6,False,1.04,False,-5.26,-25.33,True,True,4089.49,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; breakout already extended
MRK,fresh_breakout,44.0,125.07,122.85,1.81,9.0,4,0.88,-0.013,6,False,87.3,18.3,True,1.34,False,0.7,-4.01,True,True,1454.41,4 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; fresh breakout; breakout lacks volume confirmation
INTC,below_resistance,42.0,112.54,132.75,-15.22,6.0,1,0.0,0.4976,12,False,61.1,34.9,True,0.83,False,-6.21,-20.94,False,True,15953.56,only 1 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; recent volatility compression; below SMA50
NUE,below_resistance,42.0,222.28,267.13,-16.79,,2,2.33,0.2139,12,False,92.1,34.5,True,,False,-7.71,-17.75,False,True,455.63,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; recent volatility compression; below SMA50
SCHW,fresh_breakout,42.0,101.91,98.4,3.57,3.0,4,2.91,-0.0217,12,False,97.6,53.6,False,0.99,False,6.98,-4.54,True,True,1105.14,4 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; fresh breakout; breakout lacks volume confirmation; healthy last complete week momentum
WFC,below_resistance,41.0,86.91,94.84,-8.36,,3,2.3,-0.1542,6,False,15.1,7.9,True,,False,1.97,-10.15,True,True,1234.73,3 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; current volatility squeeze; healthy last complete week momentum
TGT,fresh_breakout,40.0,132.27,131.2,0.82,9.0,3,0.85,-0.0449,4,False,60.3,6.0,True,0.83,False,-7.25,-7.39,True,True,661.72,3 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; fresh breakout; breakout lacks volume confirmation
CNA,fresh_breakout,38.0,50.91,48.41,5.16,7.0,3,3.08,-0.073,5,False,99.2,59.1,False,0.87,False,5.81,-3.69,True,True,30.49,3 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; fresh breakout; breakout lacks volume confirmation; healthy last complete week momentum
DE,fresh_breakout,38.0,592.9,592.44,0.08,9.0,3,2.62,-0.0359,5,False,77.0,69.8,False,0.99,False,1.57,-11.57,True,True,778.18,3 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; fresh breakout; breakout lacks volume confirmation; healthy last complete week momentum
RTX,below_resistance,37.0,195.2,204.73,-4.65,,4,1.95,-0.1154,8,False,85.3,30.2,True,,False,5.99,-8.62,True,True,996.32,4 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; healthy last complete week momentum
TDG,below_resistance,37.0,1295.71,1365.74,-5.13,,4,1.29,-0.0613,10,False,48.0,31.7,True,,False,1.81,-14.72,True,True,518.07,4 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; healthy last complete week momentum
AMZN,below_resistance,37.0,247.04,276.65,-10.7,,2,1.38,0.0067,12,False,35.7,32.5,True,,False,4.29,-11.32,False,True,14845.39,only 2 pivot resistance touch(es); flat pivot resistance; slightly rising lows; ascending triangle not fully confirmed; recent volatility compression; below SMA50; healthy last complete week momentum
SATL,below_resistance,37.0,4.61,12.0,-61.58,,1,0.0,0.342,12,False,58.3,55.6,False,,False,17.53,-61.58,False,True,49.68,only 1 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; below SMA50; very strong but possibly extended weekly momentum
NET,extended_breakout,37.0,275.8,229.62,20.11,8.0,4,1.37,-0.0834,11,False,74.6,41.3,False,1.49,False,2.18,-1.1,True,True,817.14,4 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; breakout already extended; near/new 52-week high; healthy last complete week momentum
PGR,near_resistance,36.0,229.52,234.59,-2.16,,4,2.71,-0.0268,12,False,97.2,65.1,False,,False,3.56,-4.12,True,True,797.86,4 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; near resistance; healthy last complete week momentum
AVGO,below_resistance,35.0,401.11,436.99,-8.21,,2,1.91,0.0359,12,False,44.0,38.5,False,,False,-1.25,-18.84,False,True,11645.41,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; below SMA50
CVX,below_resistance,35.0,174.05,192.53,-9.6,,2,0.17,0.0912,12,False,87.7,47.6,False,,False,-1.09,-18.19,False,True,1787.89,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; below SMA50
ADI,below_resistance,35.0,393.64,437.71,-10.07,,2,0.91,0.2021,12,False,76.2,42.9,False,,False,-2.52,-11.72,False,True,2226.58,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; below SMA50
POET,below_resistance,35.0,8.7,15.29,-43.1,,2,2.75,0.9982,4,False,68.7,40.5,False,,False,-7.2,-58.19,False,True,225.6,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; below SMA50
NBIS,extended_breakout,35.0,216.2,133.61,61.81,9.0,2,1.97,0.5129,8,False,70.2,45.6,False,0.82,False,-10.27,-27.9,False,True,4463.18,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; breakout already extended; below SMA50
STLD,extended_breakout,35.0,222.06,176.72,25.66,9.0,2,0.19,0.2831,6,False,96.4,64.7,False,0.91,False,-10.02,-22.92,False,True,346.32,only 2 pivot resistance touch(es); flat pivot resistance; rising swing lows; ascending triangle not fully confirmed; breakout already extended; below SMA50
EMR,below_resistance,34.0,137.8,148.38,-7.13,,4,2.91,0.0245,12,True,60.3,34.5,True,,False,-3.09,-15.9,False,False,420.53,4 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; recent volatility compression; below SMA200; below SMA50
TRV,extended_breakout,34.0,337.48,308.14,9.52,9.0,6,2.81,-0.0082,5,False,99.2,66.7,False,0.86,False,4.56,-3.4,True,True,699.9,6 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; breakout already extended; healthy last complete week momentum
AIG,below_resistance,33.0,79.11,81.83,-3.32,,3,3.07,-0.0123,10,False,77.4,6.7,True,,False,5.05,-8.23,True,True,349.01,3 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; healthy last complete week momentum
AXP,below_resistance,33.0,346.72,383.99,-9.71,,3,0.71,-0.1329,9,False,67.9,2.4,True,,False,3.69,-9.79,True,True,1125.2,3 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; healthy last complete week momentum
WRB,testing_resistance,33.0,71.82,72.33,-0.7,,3,0.73,-0.0341,9,False,83.3,62.7,False,,False,1.14,-6.64,True,True,143.61,3 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; testing resistance before breakout
LLY,extended_breakout,32.0,1216.95,1109.23,9.71,9.0,4,3.46,-0.0347,10,False,61.5,19.8,True,0.83,False,0.48,-2.6,True,True,3690.03,4 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; breakout already extended
KMI,below_resistance,28.0,32.4,34.41,-5.85,,3,2.57,-0.0534,5,False,35.3,18.7,True,,False,-3.4,-6.92,True,True,334.37,3 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression
SNOW,below_resistance,27.0,267.49,282.83,-5.42,,2,1.53,-0.1653,10,False,63.5,28.2,True,,False,4.49,-6.14,True,True,1679.47,only 2 pivot resistance touch(es); flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; healthy last complete week momentum
AON,below_resistance,27.0,355.56,376.29,-5.51,,4,2.62,-0.0651,12,False,100.0,52.8,False,,False,8.75,-6.23,True,True,585.54,4 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; very strong but possibly extended weekly momentum
MDB,below_resistance,27.0,362.87,436.61,-16.89,,4,4.21,-0.2471,11,False,50.8,43.7,False,,False,13.02,-18.4,True,True,527.98,4 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; very strong but possibly extended weekly momentum
AA,below_resistance,27.0,48.72,68.12,-28.47,,4,4.24,0.1288,7,True,96.0,77.4,False,,False,-10.02,-42.26,False,False,390.8,4 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; below SMA200; below SMA50
CRWD,extended_breakout,27.0,198.4,129.42,53.29,9.0,4,4.38,-0.0165,12,False,80.6,56.0,False,0.93,False,10.67,-5.3,True,True,2036.64,4 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; breakout already extended; very strong but possibly extended weekly momentum
COP,below_resistance,25.0,108.02,121.56,-11.14,,2,0.06,0.0087,4,False,85.7,43.7,False,,False,-1.16,-19.91,False,True,917.07,only 2 pivot resistance touch(es); flat pivot resistance; slightly rising lows; ascending triangle not fully confirmed; below SMA50
BKSY,below_resistance,25.0,25.55,29.46,-13.27,,3,3.19,0.3068,12,True,39.7,38.5,False,,False,12.6,-51.68,False,False,54.88,3 separated pivot resistance touches; flat pivot resistance; rising swing lows; valid ascending triangle structure; below SMA200; below SMA50; very strong but possibly extended weekly momentum
RCL,below_resistance,25.0,288.08,353.12,-18.42,,4,3.54,-0.0596,12,False,61.1,58.7,False,,False,-6.86,-20.47,True,True,789.76,4 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed
AJG,below_resistance,23.0,253.76,304.97,-16.79,,3,2.69,-0.1503,12,False,96.4,54.0,False,,False,11.69,-19.29,True,True,470.38,3 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; very strong but possibly extended weekly momentum
BAC,extended_breakout,21.0,59.25,54.2,9.32,9.0,3,2.4,-0.0278,7,False,56.7,56.7,False,0.92,False,1.47,-2.6,True,True,2056.66,3 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; breakout already extended
GE,extended_breakout,20.0,359.04,317.1,13.23,9.0,2,1.04,-0.0026,9,False,81.3,81.3,False,1.3,False,2.31,-6.13,True,True,1835.45,only 2 pivot resistance touch(es); flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; breakout already extended; healthy last complete week momentum
REGN,below_resistance,18.0,667.95,784.45,-14.85,,6,3.51,-0.0944,11,False,73.4,1.2,True,,False,3.38,-18.43,True,False,647.22,6 separated pivot resistance touches; flat pivot resistance; falling/non-rising lows; ascending triangle not fully confirmed; recent volatility compression; below SMA200; healthy last complete week momentum
